Index,Word,Meaning,Synonyms,Conjugation,Searched,Unnamed: 6,,,,,,
750,balasi,aina mojawapo ya mtungi wenye kitako kikubwa na shingo ndefu nyembamba unaotumiwa kuhifadhia maji,gudulia,,,Edit Word Delete Word Create a Question,,,,,,
751,balbu,kitufe cha kioo kinachotoa mwanga wa umeme,"globu, glopu",,,Edit Word Delete Word Create a Question,,,,,,
752,balehe,hali ya kuwa katika umri huo,,,,Edit Word Delete Word Create a Question,,,,,,
753,balehe,msichana au mvulana aliyefikisha umri wa kupata watoto,,,,Edit Word Delete Word Create a Question,,,,,,
754,balehe,fikisha umri wa kuweza kupata watoto,,,,Edit Word Delete Word Create a Question,,,,,,
755,bali,pambo la dhahabu au fedha linalovaliwa na wanawake masikioni,"herini, kipuli",,,Edit Word Delete Word Create a Question,,,,,,
756,bali,"puuza jambo, kosa kutia maanani",,,,Edit Word Delete Word Create a Question,,,,,,
757,bali,isipokuwa: Aliteleza bali hakuanguka.,lakini,,,Edit Word Delete Word Create a Question,,,,,,
758,balia,hali inayoweza kuleta hasara au kisirani,"balaa, baa",,,Edit Word Delete Word Create a Question,,,,,,
759,balighisha,fikisha ujumbe au habari,,"balighishana, balighishia, balighishika, balighishwa",,Edit Word Delete Word Create a Question,,,,,,
760,balozi,mtu anayewakilisha serikali ya nchi yake katika nchi nyingine | kiongozi wa kaya kumi katika mfumo wa uongozi wa Chama cha Mapinduzi nchini Tanzania,,,,Edit Word Delete Word Create a Question,,,,,,
761,balungi,tunda la jamii ya machungwa lenye umbo kubwa kuliko chungwa,,,,Edit Word Delete Word Create a Question,,,,,,
762,baluni,kifuko kinachojazwa hewa na kupanuka ambacho watoto hupenda kuchezea na hutumiwa kama mapambo,"puto, kibofu, futuza",,,Edit Word Delete Word Create a Question,,,,,,
763,bamba,kitu bapa na chembamba: Kisu changu kimetengenezwa kwa bamba la bati ilhali chako kimetengenezwa kwa bamba la chuma. | bati jembamba linalotumika kuzuia matope yasichafue baiskeli au gari.,bango,,,Edit Word Delete Word Create a Question,,,,,,
764,bamba,fanya ngono na mtu kwa nguvu bila hiari yake | jazana mahali bila kutoa nafasi | Wanafunzi walibamba barabara na kuzuia magari yasipite. | tia mtu nguvuni | kuta mtu akifanya jambo bila kutarajia kuonekana,"baka, ziba, zuia, fumania, kamata","bambia, bambwa",,Edit Word Delete Word Create a Question,,,,,,
765,bambakangu,aina ya majani mapana yanayotambaa na aghalabu hupandwa kwenye viwanja vya michezo,pembagrasi,,,Edit Word Delete Word Create a Question,,,,,,
766,bambakofi,tunda la mbambakofi lenye rangi nyekundu upande wa juu kwenye kikonyo na nyeusi upande wa chini,,,,Edit Word Delete Word Create a Question,,,,,,
767,bambam,"kuwa sawa, safi kabisa: Mambo bambam; Mambo yalikuwa bambam.",,,,Edit Word Delete Word Create a Question,,,,,,
768,bambanya,rekebisha kitu kilichoharibika ili kifae tena | fanya jambo usilokuwa na ujuzi nalo,"shaliki, babia","bambanyia, bambanyika, bambanyiwa, bambanywa",,Edit Word Delete Word Create a Question,,,,,,
769,bambatua,tenganisha vitu vilivyoshikamana ili viwe mbalimbali,"bambua, bandua, ambatua","bambatulia, bambatulika, bambatuliwa",,Edit Word Delete Word Create a Question,,,,,,
770,bambika,tia kitu majini ili kilainike | -pa mtu kosa lisilokuwa lake,"ambika, loweka, singizia","bambikiana, bambikika, bambikiwa, bambikwa",,Edit Word Delete Word Create a Question,,,,,,
771,bambo,fimbo ya kutembelea | chombo chenye ncha kali kinachotumiwa kuchotea nafaka katika gunia ili kuona ilivyo,mkongojo,,,Edit Word Delete Word Create a Question,,,,,,
772,bambo,ukili wa minyaa unaotengenezwa makanda na majamvi na pia kutandia vitanda | tumbi uliotengenezwa kwa miyaa unaotiwa nafaka | mifuko ya miyaa inayotumiwa katika kuokota karafuu,"kanda, fumba",,,Edit Word Delete Word Create a Question,,,,,,
773,bambua,samaki aliye na mdomo mwembamba mrefu,,,,Edit Word Delete Word Create a Question,,,,,,
774,bambua,"ondoa ganda, gome au ngozi: ambua",,"bambatua bambulia, bambulika, bambuisha, bambuliwa",,Edit Word Delete Word Create a Question,,,,,,
775,bambuti,samaki aliye na miba mwilini mwake kwa mfano ya nungunungu,,,,Edit Word Delete Word Create a Question,,,,,,
776,bamia,tunda refu lililochongoka lenye mbegu ndogondogo ndani yake ambalo hupikwa na kutumiwa kama mboga,binda,,,Edit Word Delete Word Create a Question,,,,,,
777,bamiza,gonganisha kitu kimoja na kingine kwa nguvu,,"bamizia, bamizika, bamiziwa, bamizwa",,Edit Word Delete Word Create a Question,,,,,,
778,bamkwe,mzazi wa kiume wa mke au mume wa mtu fulani,,,,Edit Word Delete Word Create a Question,,,,,,
779,bamvua,kujaa kwa maji ya bahari wakati wa mwezi mchanga na wakati wa mwezi mpevu,,,,Edit Word Delete Word Create a Question,,,,,,
780,bamvua,funza anayekaa katika mwili wa samaki,,,,Edit Word Delete Word Create a Question,,,,,,
781,bana,weka kitu katikati na tumia nguvu kukisonga pande zote | shika kwa nguvu kwa mfano mtego | funga: Bana mlango, Bana kufuli la sanduku kabla ya safari. | tumia kwa uangalifu bila kufuja | kataa kutoa habari: Kampuni imebana habari kuhusu mikataba ya waweke,"gandamiza, fyanda, nasa, kamata","banana, bania, banisha, banwa",,Edit Word Delete Word Create a Question,,,,,
782,banana,kuwa karibu mpaka vitu viwili au zaidi vikagusana,minyana,"banania, bananika, bananisha",,Edit Word Delete Word Create a Question,,,,,,
783,bananga,fanya kitu kiwe katika hali mbaya,"haribu, hasiri","banangana, banangania, banangika, banangisha, banangwa",,Edit Word Delete Word Create a Question,,,,,,
784,banati,mwanamke wa umri wa makamo,"msichana, binti",,,Edit Word Delete Word Create a Question,,,,,,
785,banda,jengo dogo linalotumika hasa kuwekea au kufugia wanyama au kuku,,,,Edit Word Delete Word Create a Question,,,,,,
786,banda,nyumba yenye vyumba vichache ambapo watu wa uwezo mdogo wa kipato huishi au hufanyia biashara,,,,Edit Word Delete Word Create a Question,,,,,,
787,bandali,vitu vingi vilivyorundikwa pamoja,"rundo, bunda",,,Edit Word Delete Word Create a Question,,,,,,
788,bandama,kiungo kilicho ndani ya mwili upande wa kushoto kinachodhibiti ubora wa damu,wengu,,,Edit Word Delete Word Create a Question,,,,,,
789,bandari,sehemu iliyojengwa ambapo vyombo vya majini hutia na kung'oa nanga | forodha | zawadi ambayo mabaharia hupewa na tajiri wao anapokwenda safari ndefu | mji ulio na mahali ambapo meli hutia nanga,,,,Edit Word Delete Word Create a Question,,,,,,
790,bandi,mshono wa kushikiza unaofanywa kwa mkono,"shikizo, shulu, mshulu, mshuru",,,Edit Word Delete Word Create a Question,,,,,,
791,bandia,"-a kughushi: Pesa bandia; Cheti bandia. | si -a kweli,-a uwongo: Mtoto bandia.",,,,Edit Word Delete Word Create a Question,,,,,,
792,bandika,shikamanisha kitu kinachonata juu ya kitu kingine: Amebandika leseni kwenye kioo cha gari. | weka kitu juu ya kitu kingine: Bahati aliubandika mtungi kichwani.,,"bandikia, bandikisha, bandikiwa, bandikwa",,Edit Word Delete Word Create a Question,,,,,,
793,bandika,lipa pesa za bidhaa fulani kidogokidogo mpaka malipo yakamilike,,"bandikia, bandikika, bandikisha, bandikwa",,Edit Word Delete Word Create a Question,,,,,,
794,bandiko,"hali ya ubandikaji, tendo la kubandika kitu juu ya kingine",,,,Edit Word Delete Word Create a Question,,,,,,
795,bandu,"kipande kilichomeguliwa kutoka kwenye gogo, mti au ubao",kibanzi,,,Edit Word Delete Word Create a Question,,,,,,
796,bandua,ondoa gome au kitu kilichogandamana nacho,bambatua,"banduliana, bandulia, bandulika, banduliwa",,Edit Word Delete Word Create a Question,,,,,,
797,banduka,toka mahali kwa kitu kilichokuwa kimeshikamana,nasuka,,,Edit Word Delete Word Create a Question,,,,,,
798,banduru,mahali ambapo ni katikati ya meli au jahazi panapowekwa mizigo,ngama,,,Edit Word Delete Word Create a Question,,,,,,
799,banga'ang'a,mnyama mdogo anayefanana na fungo na hukaa mwituni,,,,Edit Word Delete Word Create a Question,,,,,,
800,bangaiza,ishi kwa kufanya kazi za kubabaishababaisha,,,,Edit Word Delete Word Create a Question,,,,,,
801,banganya,chombo cha baharini kwa mfano jahazi au meli ambacho kinaendelea kuundwa,,,,Edit Word Delete Word Create a Question,,,,,,
802,bangaya,,,,,Edit Word Delete Word Create a Question,,,,,,
803,bangaza,mtu anayevizia kitu mahali usiku kucha,,,,Edit Word Delete Word Create a Question,,,,,,
804,bangaza,acha mlango wazi kwa nia ya kuvizia kitu,,"bangazia, bangazika, bangazisha, bangazwa",,Edit Word Delete Word Create a Question,,,,,,
805,bange,"samaki wa umbo la mraba mwenye mdomo mwembamba na mwiba katika kila shavu na mwenye vumba kali na mistari ya zambarau, myeupe na manjano",,,,Edit Word Delete Word Create a Question,,,,,,
806,bangi,"mmea ambao majani yake, mbegu zake au hata mizizi yake ikitafunwa au kuvutwa kama sigara hulevya na aghalabu hupumbaza akili",,,,Edit Word Delete Word Create a Question,,,,,,
807,bangili,"pambo la mviringo linalovaliwa mikononi hasa na wanawake na hutengenezwa kwa vitu kwa mfano shaba, fedha, mti, pembe za wanyama au plastiki",,,,Edit Word Delete Word Create a Question,,,,,,
808,bango,"kitako cha kuti kwa mfano la mnazi, mtende au muwese",,,,Edit Word Delete Word Create a Question,,,,,,
809,bango,karatasi kubwa au bao kubwa lenye matangazo ya biashara au ujumbe maalumu,,,,Edit Word Delete Word Create a Question,,,,,,
810,bango,bati linalofunika gurudumu la gari au baiskeli kuzuia urushaji wa matope,madigadi,,,Edit Word Delete Word Create a Question,,,,,,
811,bangu,vita baina ya watu au mataifa,vita,,,Edit Word Delete Word Create a Question,,,,,,
812,bangua,pasua ganda gumu kwa mfano la korosho au kungu ili kutoa kiini chake,,"bangulia, banguka, bangusha, banguliwa",,Edit Word Delete Word Create a Question,,,,,,
813,banguzi,kidonda kinachochukua muda mrefu kupona,dondandugu,,,Edit Word Delete Word Create a Question,,,,,,
814,bangwa,"nyumba iliyojengwa nusu na ambayo haijakamilika: Sijamaliza ujenzi wa nyumba yangu, kwa sasa ni bangwa tu.",,,,Edit Word Delete Word Create a Question,,,,,,
815,bania,"kataza mtu asitumie kitu ambacho wewe mwenyewe hutumii | kuwa mbanifu, kuwa bahili",,"baniana, banisha, baniwa",,Edit Word Delete Word Create a Question,,,,,,
816,baniani,Mhindi ambaye ni muumini wa dini ya Kihindu,,,,Edit Word Delete Word Create a Question,,,,,,
817,banika,weka nyama au samaki juu ya moto ili kuikausha au kuiivisha,,"banikia, banikiana, banikika, banikisha, banikiwa, banikwa",,Edit Word Delete Word Create a Question,,,,,,
818,banja,"pasua kuni, gogo na kadhalika, vunja korosho, karanga na kadhalika | kutanisha kitu na kingine","gonga, bubuta","banjia, banjiana, banjika, banjisha, banjiwia, banjwa",,Edit Word Delete Word Create a Question,,,,,,
819,banjo,"chombo cha kuchezea muziki chenye shingo ndefu, nyuzi kadhaa na kitako kilichowanda kinachofanana na gitaa",,,,Edit Word Delete Word Create a Question,,,,,,
820,banki,"shirika linalohifadhi, kutoa pesa na kutunza vitu vya thamani kama bangili na mikufu ya dhahabu, vyeti na kadhalika",,,,Edit Word Delete Word Create a Question,,,,,,
821,bano,kifaa anachotumia seremala au mhunzi kubania vitu kama mbao au chuma anapofanya kazi,gango,,,Edit Word Delete Word Create a Question,,,,,,
822,bantamu,uzito wa kilo 51 hadi 53.5 kwa mtu anayepigana ngumi au kilo 52-57 kwa wanamiereka,,,,Edit Word Delete Word Create a Question,,,,,,
823,bantu,"kundi la lugha zenye asili moja ambazo huzungumzwa kusini mwa jangwa la Sahara kwa mfano Kiswahili, Kiganda, Kirundi, Kikamba, Kichaga na kadhalika",,,,Edit Word Delete Word Create a Question,,,,,,
824,banua,achanisha vitu vilivyobanana,,"banulia, banulika, banuliwa",,Edit Word Delete Word Create a Question,,,,,,
825,banza,ficha kitu ili kisionekane,sitiri,"banzika, banzisha, banziwa, banzwa",,Edit Word Delete Word Create a Question,,,,,,
826,bao,pande la mti lililopasuliwa kwa msumeno ambalo hutumiwa kukalia kama benchi,,,,Edit Word Delete Word Create a Question,,,,,,
827,bao,"ubao wenye vishimo vya kuchezea mchezo unaotumia kete, namu, komwe au vijiwe | mchezo wa chesi",sataranji,,,Edit Word Delete Word Create a Question,,,,,,
828,bao,ubao wa mpiga ramli,tazamia,,,Edit Word Delete Word Create a Question,,,,,,
829,bao,"mpira unapoingia ndani ya lango, kikapu au pete katika mchezo","goli, dungu",,,Edit Word Delete Word Create a Question,,,,,,
830,bapa,"uso mpana na kina chembamba, wa kitu kama vile sehemu ya juu ya meza au panga",,,,Edit Word Delete Word Create a Question,,,,,,
831,bara,"eneo la nchi lililo mbali nabahari | mojawapo ya maeneo makubwa ya ardhi ya dunia yaliyozungukwa na bahari : Bara la Afrika, Bara la Ulaya",kontinenti,,,Edit Word Delete Word Create a Question,,,,,,
832,barabara,njia kuu iliyotengenezwa kwa madhumuni ya kupitia magari na vyombo vingine vya usafiri wa nchi kavu,,,,Edit Word Delete Word Create a Question,,,,,,
833,barabara,ndege mkubwa wa jamii ya hondohondo,,,,Edit Word Delete Word Create a Question,,,,,,
834,barabara,"/baru00e1bara/ sawasawa, kama ilivyotarajiwa",,,,Edit Word Delete Word Create a Question,,,,,,
835,baradhuli,mtu asiyeheshimu watu,"fidhuli, safihi, zebe",,,Edit Word Delete Word Create a Question,,,,,,
836,barafu,"ujiwejiwe wa maji unaotokana na baridi kali, maji yaliyoganda, kuwa magumu na kuchukua umbo la mango",,,,Edit Word Delete Word Create a Question,,,,,,
837,baragumu,pembe kubwa ya mnyama yenye tobo karibu na ncha ambayo hupigwa katika ngoma au hupulizwa kutoa ujumbe fulani kwa watu,parapanda,,,Edit Word Delete Word Create a Question,,,,,,
838,baraguza,jitia hamnazo,,,,Edit Word Delete Word Create a Question,,,,,,
839,baraji,kamba kubwa na nzito ya kuzuia tanga kwa upande wa nyuma wa chombo cha bahari,"matilo, amrawi",,,Edit Word Delete Word Create a Question,,,,,,
840,baraka,mambo yenye kuleta ustawi,"neema, mafanikio, heri",,,Edit Word Delete Word Create a Question,,,,,,
841,barakala,mtu mwenye tabia ya kujipendekeza kwa nia ya kupata kitu au upendeleo,,,,Edit Word Delete Word Create a Question,,,,,,
842,barakinya,"chombo cha kusafiria baharini mfano wa mashua chenye milingoti miwili ya kukidhibiti, chombo cha baharini chenye nguzo mbili",,,,Edit Word Delete Word Create a Question,,,,,,
843,barakoa,"kinga ivaliwayo usoni kuzuia ama pua, mdomo au macho dhidi ya vumbi, upepo, harufu au vimelea vya maradhi",,,,Edit Word Delete Word Create a Question,,,,,,
844,barakoa,kitambaa kinachovaliwa kutoka paji la uso hadi mdomoni na baadhi ya wanawake,,,,Edit Word Delete Word Create a Question,,,,,,
845,baramaki,mtu anayejitia kuwa anafahamu jambo ilhali halijui | mtu laghai,"mjanja, mdanganyifu",,,Edit Word Delete Word Create a Question,,,,,,
846,barangeni,namna ya jahazi lenye rangi za aina mbili au utepe mweupe pekee,,,,Edit Word Delete Word Create a Question,,,,,,
847,barasati,nguo iliyo na rangi nyingi,,,,Edit Word Delete Word Create a Question,,,,,,
848,barasi,ugonjwa wa ngozi unaosababisha mabaka meusi au meupe kutokea mikononi au miguuni,,,,Edit Word Delete Word Create a Question,,,,,,
849,baraste,"barabara iliyojengwa vizuri, pana na kubwa",,,,Edit Word Delete Word Create a Question,,,,,,
850,barawaji,mtandio wa hariri unaovaliwa kiunoni na wanawake,,,,Edit Word Delete Word Create a Question,,,,,,
851,baraza,mahali ndani au nje ya nyumba palipojengwa maalumu kwa ajili ya mapumziko au mazungumzo,,,,Edit Word Delete Word Create a Question,,,,,,
852,baraza,kundi la watu wenye majukumu maalumu kwa mfano Baraza la watoto kikundi cha watoto kinachojadili mambo yanayowahusu watoto, Baraza la wazee lenye madaraka ya kutoa uamuzi katika jamii | mkusanyiko wa watu wengi kwa madhumuni ya kuwa na mjadala fulani au m,,,,Edit Word Delete Word Create a Question,,,,,
853,baraza,mahali ambapo kesi husikilizwa na kuamuliwa | makao ya mtu anayetawala,"mahakama, korti, kitala",,,Edit Word Delete Word Create a Question,,,,,,
854,barazahi,mahali panapoaminiwa kuwa roho za watu hukaa tangu siku wanapokufa mpaka siku ya kufufuliwa,,,,Edit Word Delete Word Create a Question,,,,,,
855,bardani,uzito wa chombo cha kuchukulia vitu kinapokuwa hakina kitu ndani,turuhani,,,Edit Word Delete Word Create a Question,,,,,,
856,bargashia,kofia inayoshonwa kwa kitambaa au nyuzi nyeupe ambayo huvaliwa na Waislamu hasa wanaposwali,,,,Edit Word Delete Word Create a Question,,,,,,
857,bari,"weka chombo mbali ili kisigongane na kingine: Nenda kaibari chupa na vyombo vingine. | kaa kando, kaa mbali na: Mtoto amejibari na moto. | kujinyima kitu kwa sababu maalumu: : Kujibari ngono -> jinyima ngono kwa kuogopa Ukimwi",,"baria, barika, barisha, bariwa",,Edit Word Delete Word Create a Question,,,,,,
858,baridi,"hali ya kupoa, kinyume cha joto",,,,Edit Word Delete Word Create a Question,,,,,,
859,baridi,"kutokuwa moto, -enye utulivu, -enye upole: Mwanafunzi baridi.",,,,Edit Word Delete Word Create a Question,,,,,,
860,bariki,"-pa mtu baraka, kwa kumwomba Mwenyezi Mungu, ombea mtu baraka, mema, fanaka na kadhalika : takia mtu mafanikio",,,,Edit Word Delete Word Create a Question,,,,,,
861,bariki,fikia kiwango cha kutosha: Maji yamebariki.,,,,Edit Word Delete Word Create a Question,,,,,,
862,barikia,uzia mteja bidhaa kwa bei yenye kumpatia muuzaji faida,,"barikiana, barikilia, barikika, barikisha, barikiwa",,Edit Word Delete Word Create a Question,,,,,,
863,bariyo,chakula cha jioni kilichobaki hadi asubuhi,"mwiku, uporo, kiporo",,,Edit Word Delete Word Create a Question,,,,,,
864,barizi,punga hewa | fanya mazungumzo ya kawaida na mtu au watu | fanya mkutano wa wanachama wa baraza,barizia,,,Edit Word Delete Word Create a Question,,,,,,
865,bariziana,pambana na adui wakati wa vita,,,,Edit Word Delete Word Create a Question,,,,,,
866,barua,maandishi yanayotumwa kwa mtu yenye ujumbe fulani ambayo hutumwa kwa njia ya mkono au kwa kupitishia posta au elektroniki,waraka,,,Edit Word Delete Word Create a Question,,,,,,
867,baruapepe,"waraka unaotumwa kwa njia ya mtandao kupitia vyombo vya elektroniki kwa mfano tarakilishi, simu na kadhalika",,barubaru pia barobaro nm wa [a/wa] , hirimu,,Edit Word Delete Word Create a Question,,,,,
868,barubaru,kijana mwanamume mwenye nguvu aliyebalehe,hirimu,,,Edit Word Delete Word Create a Question,,,,,,
869,baruti,"unga unaotumiwa kutengenezea vitu vinavyolipuka kama vile risasi, njiti za vibiriti na fataki",,,,Edit Word Delete Word Create a Question,,,,,,
870,basbasi,ngozi au gamba la ndani la kungumanga,,,,Edit Word Delete Word Create a Question,,,,,,
871,basbasi,"tunda refu la mviringo lenye rangi nyekundu, kijani au manjano na ambalo huwasha linapotumiwa kama kiungo katika chakula",pilipili,,,Edit Word Delete Word Create a Question,,,,,,
872,basha,"karata yenye alama nne, mzungu wa 4",,,,Edit Word Delete Word Create a Question,,,,,,
873,basha,mkuu wa manowari,,,,Edit Word Delete Word Create a Question,,,,,,
874,basha,mwanamume anayefira watu,"mlawiti, mende, afande",,,Edit Word Delete Word Create a Question,,,,,,
875,bashasha,hali ya furaha na uchangamfu,"ukunjufu, ucheshi",,,Edit Word Delete Word Create a Question,,,,,,
876,bashashi,"mtu mchangamfu damisi, mcheshi",,,,Edit Word Delete Word Create a Question,,,,,,
877,bashirafu,"kitu cha kushikiza vitu ili viwe pamoja | muziki wa ala unaopigwa mwanzoni kabla ya kuimba wimbo ili kutafuta mahadhi, hasa katika taarabu","kishikizo, kibano",,,Edit Word Delete Word Create a Question,,,,,,
